Consumo Médio de Combustível (km/l),Distância Percorrida (km),Preço do Combustível (R$/litro),Frequência de Abastecimentos por Semana,Custo_Total_Abastecimento,Fraude,Fraude_Numerica
2.39127360015488,365.9269020672833,5.915176126080433,7,905.1754156691954,Não,0.43680396831026436
4.41659188268134,236.36552633962614,4.5551795426337645,3,243.78240932518847,Não,0.4061870058128194
4.215478776592602,413.88543230122013,4.220457759029045,5,414.37428028441246,Sim,0.9398622544016362
4.99372376208407,369.8781813131243,5.277784099298701,5,390.9181358476322,Não,0.34296075800569853
5.1706194512075605,449.2055775414019,4.949397850425552,3,429.98660815453127,Não,0.45362966147796885
2.4125984163712113,465.10449344678756,5.750245929312868,8,1108.5413975236609,Não,0.4908914318296006
3.705044321316771,373.92591587548907,4.279713261987595,4,431.92349736978156,Sim,0.9302049299066399
4.399789352828835,413.9714883456551,6.174844180770072,7,580.9845042177724,Não,0.4665620951648377
3.116504802850326,330.70218208508066,5.1671360512202185,3,548.3011499633103,Sim,0.5394761299871492
4.479086179266334,351.38415617663856,6.215817389136408,7,487.6306596511013,Não,0.3212792988850118
4.155824717230455,375.9126164255735,5.083102458632895,8,459.7889648380942,Não,0.3331892551180703
2.563645633978804,213.2873394907416,5.399704186138652,6,449.2385861111003,Não,0.24837488881682945
2.5190253442942185,280.7349917891446,4.233027302373646,7,471.7534453024907,Não,0.21342895042387766
2.142491996080677,396.41075438314556,6.416499090547358,7,1187.2012822618105,Não,0.32976596399342833
5.798706267895367,490.9500685830949,4.836756907937188,4,409.5061943072658,Não,0.18536779173010787
5.3534573538429004,236.0798854293283,5.9116563984872235,5,260.69567253591583,Não,0.03151658105094113
5.024890394761119,238.65598990819436,5.7560313735923945,3,273.3813590918379,Sim,0.8192532369437572
5.22156516513766,219.7448746696531,6.467518391545618,5,272.17969582428833,Não,0.2667136959184673
5.420528650886604,254.75265121848244,4.213309663691902,9,198.0160748812577,Não,0.40696036735228247
3.002172836918573,270.4718124820999,6.141089241737294,3,553.2631290914784,Não,0.25377502417393727
2.938092387528473,256.1881531530639,4.4914715887648,5,391.6356803990939,Não,0.4072344830993164
2.7829720393038735,380.00908782422385,4.201808561535372,8,573.7482864112684,Sim,0.7013243209539015
2.6499079270855033,337.5724578616133,4.957831402588819,3,631.5794277713389,Sim,0.686962263885633
2.268039014650372,217.07835703903288,6.455322165342914,6,617.8512453968126,Não,0.27808649458235113
2.349118194060196,399.4432902677971,5.1294471811441085,8,872.2095229060136,Não,0.3499466000332778
5.928178121371937,307.29808357657896,5.926717683088061,6,307.22237905545484,Não,0.466253493983321
2.440114565652825,344.94047627173074,5.638428795113462,7,797.0618844653866,Não,0.21864533120309132
5.6645242347000835,245.33160339393487,5.158925959858347,3,223.43404760623363,Não,0.4530332266663188
5.310673702170584,367.4894413531606,6.342111951810326,7,438.8631855158772,Não,0.09202906536105471
4.057744442138661,314.8757590220059,6.398950301134725,6,496.55032783482466,Não,0.2371969019725605
5.623552210114518,363.4103193771465,4.084948980977348,5,263.98129835911965,Não,0.23882994243618166
4.067083201821827,223.58133272460756,6.238099738928946,3,342.9294617513608,Sim,0.8064080951000856
5.687143972927974,416.67004897276263,4.896957375496065,3,358.77682702922453,Não,0.02002694663297866
3.3765639210013485,266.88655573458607,5.246851498325889,3,414.7157162135921,Não,0.04857806758398031
2.451554573306052,402.0142742939032,4.680000159669925,9,767.4423765112646,Sim,0.9283556576062347
3.826511595460247,212.58837560709637,4.020501005585614,6,223.3657880243114,Não,0.488246719434846
4.8794654886582745,449.3294684433993,5.120779679894067,7,471.5510780700805,Sim,0.9693051921838223
3.7898535773028144,326.96144729333355,5.503913856079832,5,474.8383027088928,Sim,0.9180767442799973
5.593873751130107,224.90452746130475,5.8161160144127155,5,233.83989022229093,Não,0.23398644980863892
2.8246274183691304,374.25767973590416,6.436413976993425,6,852.8124258738974,Não,0.03766612411133985
3.2825125588120962,211.50945546904626,4.80974960936862,3,309.9173278374803,Não,0.25752204722040173
5.212086952809901,248.87074624003498,4.024604375294047,5,192.16991260292784,Não,0.3204598819304018
5.720981791189414,274.583996318333,6.1930710027116715,4,297.24236983705066,Não,0.11793027958232405
5.20644267685289,418.1282879041936,5.823414311082003,7,467.67714671571656,Não,0.11644663883830486
2.9406911974429106,225.80316735935088,4.236535404468852,9,325.3055314991696,Não,0.09695848876141211
5.50898679620831,215.46294396570414,4.542471611614525,3,177.66139991345398,Não,0.11296894732112911
4.574808744993945,457.52046605546246,5.324840072574979,6,532.5300897750495,Sim,0.7091569383597351
3.1306776612228666,222.8542788771947,5.999454106749285,3,427.0653715573491,Não,0.01134315313851908
2.7271937511174382,214.808361657747,4.2761841128613485,5,336.8151247245497,Não,0.2889165330711485
4.05895462531678,492.77985713702066,4.176265204942757,7,507.02201946822396,Sim,0.639162332606256
5.909411368257326,451.90613915696235,4.160945777964781,3,318.1969953660615,Não,0.49849661236734444
5.641742063971309,432.71593605188207,5.8540834582332995,9,449.0023072008603,Sim,0.5075065537771748
4.366772620016283,485.2207588060346,5.6088738508991405,7,623.2387767354047,Não,0.05203264364193616
3.4809490754082506,332.7705993212285,4.95366064172927,4,473.5583844727461,Sim,0.8978995590212375
3.1198784530580235,237.78148032951907,6.396266035442289,7,487.49130114288,Não,0.33283774771691627
5.687434509891723,375.763935102667,6.080906050396418,4,401.76026335116006,Não,0.2860862640516258
3.5034846261009625,353.705855261702,4.76872878632984,5,481.442755967523,Não,0.08985953934435892
5.764592728670838,221.94281310412362,4.783778632407428,8,184.1804507130736,Não,0.4743510607619624
3.7461842190349777,290.242708176934,6.139570342511585,3,475.67482511908764,Não,0.23787706727628322
5.785707556582447,428.7530130677779,5.842942735171991,3,432.99445718394657,Não,0.40935856365222545
4.848089935472512,237.77722991325263,5.828142482077544,8,285.84444459013156,Não,0.21205177339812165
2.4289797927432932,348.98689028619754,6.103849074205186,4,876.9786037525427,Sim,0.5516947878292426
4.04903051162435,483.2947607735566,5.601264626470468,4,668.5703750336614,Não,0.2416153593776646
2.158828920415616,414.08401625230545,4.710091212307524,3,903.4405031647924,Sim,0.9974694817587039
4.715273363172944,470.00348676943594,6.078962449134053,9,605.9316877252876,Não,0.4125829529369399
4.565057916176979,316.4592779879535,5.277066216278558,4,365.8171693244717,Não,0.17914852652267887
4.507489422973008,417.301834903409,4.831920784059427,9,447.3375797665165,Sim,0.9465565254589228
2.7708011907621968,440.0858378585448,4.654592039586,3,739.2879880593075,Não,0.13156200096620307
4.088828738374135,279.13551984173716,4.560404927183659,7,311.32900923221575,Não,0.08270117103015234
4.5455286208655465,283.89074919409353,4.581418594423052,6,286.13225559117706,Sim,0.6164028398976413
2.248930276395421,255.23014627778826,4.682587986818322,7,531.4249309453104,Sim,0.799480643909505
3.3467092976856456,211.71855751875847,5.95279366881724,5,376.5839147249307,Não,0.07581835437823015
5.322973614572627,412.60804613579614,5.832933468482081,4,452.1373683088819,Sim,0.5348463409040443
2.0760643999701345,399.1824979017442,5.064772223545671,8,973.8466819851142,Não,0.022764734922989582
2.738575050801346,254.9461698998078,6.4502304671514,3,600.4807325218657,Não,0.22419982038373998
3.6268153162051413,354.4763348678057,4.824696512855438,5,471.55440451706295,Não,0.22695752174514439
3.83731156624072,432.44620770036124,5.564787325776062,4,627.1242598235068,Sim,0.8601287625748226
3.066345546380279,280.210914070213,5.466381929116145,7,499.53270231487716,Não,0.3870997706438911
4.994988778698873,408.16063352636456,6.014921276262983,9,491.50342222995283,Sim,0.9673162744878769
2.9393480110143573,237.32044045702452,4.556907343865772,7,367.9207953313673,Não,0.042177467672307456
5.070107374023102,289.28858464934314,4.877340950475127,5,278.2897789589894,Não,0.01453544005454438
5.772623182037182,332.7460997161371,5.556737511354983,9,320.30199715845845,Não,0.17599049475562983
5.6030182915849505,254.86245373640696,5.463893781447263,3,248.53414777998705,Sim,0.6657502331837408
2.7108250651270436,383.95327018123237,4.319805697410781,3,611.8445433477862,Não,0.4248083752492448
2.4490720669287627,249.9210453299995,4.574614369622531,9,466.82677111720744,Não,0.4967401225173701
4.533036996990573,348.32191617630997,6.039230249615403,8,464.0589199189249,Não,0.3656552906011222
5.719831612078817,209.7001429027105,5.736854109171417,6,210.3242207278935,Não,0.0036237847614517538
4.908483494542314,435.7743602633199,4.902592072448143,4,435.2513207752615,Não,0.40456614833672155
3.335075611063385,334.179563011049,6.428092966972167,5,644.1045269172249,Sim,0.9989139823850888
2.686306989962107,438.79214603420866,4.613049608673094,7,753.5140045853383,Não,0.10598706820271986
4.3614870118869815,222.92024417737875,5.522858842263412,5,282.2791947606648,Sim,0.7786259065441209
4.695931731105853,428.3085142689921,4.0902390618968445,5,373.06424282140904,Não,0.42095645013449456
2.2172450406751634,389.35482930653643,5.720118626167468,4,1004.4698580660228,Não,0.39940894491530005
4.145438851827246,291.76940800386717,5.373314641652278,3,378.19128156295164,Não,0.485059890579241
3.531753918857361,202.83697593449352,4.787256633214402,3,274.9434645825254,Não,0.46791690902715566
3.9937641876343473,281.0689734013648,5.036516691864512,6,354.4547223104109,Sim,0.9556087537102951
2.753372243613587,356.21860764222265,4.208229673492025,7,544.4413549265058,Sim,0.5699111192026823
5.016480872688392,490.21747826351486,6.296723558025942,7,615.3245716022656,Não,0.08711787003905991
5.52382855720513,301.71546605627475,4.015661571252928,8,219.33830674641212,Não,0.07255877992087773
3.488575053311947,457.2228510398188,5.411019690794493,3,709.1840686382474,Não,0.28100927782474067
3.261440376577161,419.07234782770206,4.454044337773126,6,572.3136413483063,Não,0.12208543995535598
4.3018864620107005,308.87318946934323,5.378179730850955,5,386.15048111494684,Não,0.43436396768035135
3.073893769559367,484.6456017029724,4.846908800435794,9,764.1880976008367,Não,0.2553072284861425
5.137449268825019,389.0026752020724,4.190569007267964,8,317.3058202906515,Não,0.2443868477027909
2.9723695629154134,320.25045644487625,5.398889195404512,3,581.6896898337701,Não,0.4480476898013048
3.481707865403088,253.34610900587185,5.194036273877982,8,377.9435067192231,Não,0.42150025072233394
4.5352744229391515,348.9766965153683,5.532906601282598,3,425.741705524482,Sim,0.6137940358597302
3.6918396911536213,210.55747181123803,4.2081947370072585,6,240.0068580542101,Sim,0.994970009871461
2.4460935528348693,394.7827555559587,4.108212826330314,7,663.0374288462476,Não,0.10546556417648717
5.002694429842356,280.14896547639177,5.41255716292157,5,303.1011210137202,Sim,0.6954128256713161
3.380531434188272,287.9605658868226,4.43168621692697,4,377.5000752701327,Não,0.4499020237366634
2.4722272235506413,462.27824903038504,5.21610469961146,8,975.3519920520991,Não,0.43042563834765385
2.321798744826561,285.78357523546674,5.931994470415196,3,730.152254500814,Sim,0.705905229144508
3.4779096098378477,298.2445226743419,5.425200911737193,7,465.2324637065257,Não,0.07698757076806517
4.61024555809521,236.21851036650605,4.730464946382529,4,242.37827874772353,Sim,0.6141651579391733
2.4532821096329727,301.0004619856341,6.210985412089233,3,762.0442309036298,Não,0.33988621314047657
5.51545442160894,360.7287530271123,4.8355483770015235,6,316.2606746243752,Não,0.4982746995594003
2.7841419828953495,345.8588728405323,6.454193298596113,8,801.7694618526481,Não,0.4169005217412979
3.06449904506631,393.6170020203098,5.677290697115177,3,729.2148279158354,Sim,0.6295698999801236
3.756123356981929,351.5604546681639,6.070824835177634,7,568.2086918946998,Não,0.21599405952091827
4.622536634749853,265.5920126890501,5.164731371415895,3,296.74430043902834,Não,0.4833144958182316
4.111777787089055,222.0227452327751,6.189273825948177,5,334.20083404050285,Sim,0.5230346696246224
4.353298578924122,405.0487569305483,4.71488011923289,7,438.69178664143374,Não,0.0006896234526828637
4.310377435319014,371.42669172343494,4.168335806602867,3,359.1869161973406,Sim,0.6588695240292175
3.6162179317719074,214.1834318010436,5.823166706019793,4,344.89786085258726,Não,0.36468087590728643
5.375150063977847,273.494692887253,4.7030741291909095,8,239.29858688208594,Não,0.18390683606596575
2.0693859354634645,226.75567804808713,5.456808640101013,9,597.9369637919391,Não,0.3371165487767817
4.575498765799333,349.5650133076408,5.865266479544941,6,448.10239493459983,Não,0.022034107934994496
3.8549967731037027,447.09672783176325,5.292453365329282,4,613.8107814642447,Sim,0.8613589567405846
4.993589605172033,459.9051816530303,5.9472418620890615,5,547.7357102164881,Não,0.3511233067244462
3.6157426421328815,356.5828237727401,4.669959219400409,6,460.5491624191046,Não,0.4751169473728838
3.510145551414878,474.46956088843626,4.418718582281494,9,597.2822023233745,Sim,0.7048713663015784
5.242200619868809,437.923227014485,5.948503176404326,8,496.9263665803941,Não,0.46580278471200837
4.010467633388225,222.15778695310328,4.914846083402198,7,272.25536493890047,Sim,0.7118377211236322
2.7796329127839754,230.1976523478424,6.473018544904381,6,536.0685095459723,Não,0.38591216026994973
5.434272006081539,430.9897683581904,4.883657243062972,5,387.32074904844717,Não,0.34717350129147767
3.846968022668036,210.1829366825945,5.5892981443965875,9,305.3768814977293,Não,0.027278746082619376
3.9189798409560472,231.18264376997251,4.427423515709302,4,261.1759985989941,Não,0.2946507163238655
3.1767625810477567,324.7600414979254,5.535988591622985,5,565.9434216058258,Não,0.3394023030931459
5.139539115838679,303.3442678233905,4.245875601429949,9,250.59873980058111,Não,0.26933281903072726
2.12781343996927,229.93630386259406,5.958091842652315,7,643.8447989092177,Sim,0.6154276024150407
2.9959948532231664,408.56631697672816,6.435261809393458,9,877.582020348362,Não,0.40664384620644195
3.935564829082826,237.19695021422865,6.298086504885095,8,379.5864065317105,Não,0.03955776938132621
3.853606068704129,311.4265738090729,6.236154887990079,6,503.970648759782,Sim,0.9334068712260142
4.894025105194677,261.05453208031275,5.0762833061195645,4,270.7764538803754,Sim,0.6734032731489299
2.8791200792749647,410.1694198670988,4.307314882523744,4,613.6349988551335,Não,0.21411597143622557
5.139826142696897,376.17182007084364,6.113919759920665,8,447.4634472071246,Sim,0.8167584235254609
2.1508149553265397,490.1762264816034,6.1576403219726945,5,1403.3419702520591,Sim,0.7775423657139413
5.474372290915159,223.6840001177574,6.446903754794126,3,263.4218397312301,Não,0.13797955789045074
2.6820717603647015,334.57833712951526,5.726295725051793,7,714.333795953007,Não,0.4421357922554103
2.4481480136242166,447.2702033776661,5.979293823667124,3,1092.4012558404581,Não,0.02101667329692125
2.6599094944113757,225.4707664055629,4.830880881552557,5,409.4960437812474,Não,0.3730764543785184
2.2269671088991356,315.765269415585,5.21193626146643,7,739.0088749861926,Sim,0.6954367666137427
5.584073046861538,245.99663210948353,4.595281216412927,7,202.43712668996906,Sim,0.7919575457500014
2.8113257119910413,220.29746828125374,4.059574557268595,7,318.11112936888793,Não,0.32852942040583605
4.481238877268153,365.8398076148654,4.397737390649686,8,359.0229052722976,Não,0.15027632020559806
4.9939211156913705,278.5171573978309,6.135968969338528,6,342.21057874777233,Não,0.054441562998646775
